0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	x-tsne	y-tsne	clusterType
BC01_Pooled	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.44	0.0	1.09	0.0	18.35	14.46	0.0	0.0	66.65	35.12	3.82	0.24	1.92	0.0	2.09	8.8	1.64	16.25	2.65	0.0	2.33	0.08	3.59	12.2	0.0	0.84	1.13	9.28	0.0	123.35	3.53	3.52	0.0	0.54	4.96	3.18	394.34	0.75	0.03	0.0	0.0	36.57	0.0	6.78	1.53	4.69	2.1	40.42	0.17	0.0	0.0	0.0	0.26	0.0	19.5	0.0	0.14	313.22	6.64	0.0	0.0	1.41	5.73	0.0	2.55	14.77	15.76	46.73	13.95	0.0	0.0	0.0	4.91	0.0	0.0	0.0	0.0	42.58	33.61	0.0	0.0	0.0	0.0	0.0	0.0	1.07	2.97	8.07	18.33	11.75	0.0	0.0	12.85	0.0	29.18	0.74	19.98	0.0	18.53	23.0	1.34	43.47	2.28	125.71	20.1	16.6	15.84	6.03	0.17	0.0	4.59	0.72	0.0	0.0	3.84	0.0	0.84	2.94	6.52	42.03	0.0	0.0	0.0	1.02	0.0	0.06	0.0	0.0	23.11	3.58	0.0	0.0	0.0	0.0	0.0	0.0	8.87	3.13	0.0	7.53	0.0	1.14	6.4	1.06	0.0	0.39	44.82	0.0	26.46	0.0	0.0	36.39	0.0	26.19	0.0	0.0	0.47	6.82	0.37	0.0	38.5	40.4	6.95	0.0	18.08	2.65	17.6	28.83	4.74	0.11	2.77	103.64	6.56	363.35	1.09	0.0	1.62	0.0	0.0	0.0	3.86	1.23	0.0	16.8	32.65	27.23	8.24	3.62	0.0	0.0	0.0	8.74	0.03	3.38	0.44	5.53	9.46	1.49	0.84	4.12	0.04	124.25	0.0	0.01	7.59	0.34	0.9	0.0	0.0	0.0	0.0	0.62	196.95	0.0	5.12	17.97	9.55	0.0	0.0	0.0	31.36	0.0	0.05	15.16	0.0	2.41	31.0	3.97	0.0	0.05	0.0	4.16	0.34	0.0	70.83	2.3	0.0	1.23	18.0	2.35	41.06	0.0	22.78	0.2	79.2	20.65	10.13	0.0	0.0	0.0	7.4	0.0	10.87	3.23	0.0	0.0	0.0	0.41	0.18	24.63	0.0	0.0	0.0	17.84	0.0	0.0	1.28	0.11	3.1	0.0	0.36	0.0	0.16	6.71	0.0	0.0	2.39	50.66	1.1	0.27	0.06	92.29	35.75	0.0	5.87	0.0	0.61	0.47	0.0	2.69	33.65	0.0	0.0	0.0	0.0	1.98	0.0	0.0	5.45	137.97	33.21	1.98	161.78	42.67	0.0	21.87	0.08	152.77	0.0	0.0	0.0	2.2	0.61	0.03	72.14	0.0	0.0	23.17	48.47	0.99	0.71	0.0	13.16	5.72	0.0	0.78	0.39	0.0	44.62	7.77	8.81	0.0	0.95	17.85	0.4	0.36	7.02	2.68	0.0	58.93	21.43	0.44	7.39	0.51	0.48	4.45	24.63	0.0	0.42	3.91	18.22	0.0	0.0	21.54	0.0	4.43	0.0	0.0	0.0	0.0	1.08	-10.058184	-0.37811914	0
BC01_Tumor	19.33	0.0	5.71	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	6.54	5.03	5.05	3.32	0.0	24.15	4.95	5.45	4.51	1.13	7.58	0.44	2.27	5.71	13.19	3.1	0.53	7.09	0.5	0.99	19.68	0.14	0.0	0.84	5.52	1.57	46.51	15.44	9.69	5.6	0.0	1.38	11.33	147.16	1.17	0.0	0.0	0.0	24.27	1.57	0.52	3.91	5.95	1.26	9.35	2.74	1.95	5.64	1.84	2.56	3.98	9.92	0.0	1.01	89.49	0.46	0.0	0.0	0.85	11.37	0.0	2.0	13.78	7.77	29.9	11.44	0.0	0.0	6.59	2.95	4.38	0.0	0.0	0.0	33.37	21.18	0.0	0.0	2.27	1.41	0.0	12.19	11.78	0.0	10.86	3.01	1.32	0.0	1.27	22.11	1.03	5.23	0.0	0.0	0.43	11.11	14.28	167.44	21.95	11.08	173.5	15.27	5.07	0.99	2.71	0.0	5.28	10.26	5.11	2.27	0.3	1.49	0.0	5.85	16.12	5.12	29.27	0.0	0.53	0.0	0.0	0.46	1.15	2.39	7.6	9.9	3.82	0.0	0.19	1.17	0.0	0.0	10.58	12.93	10.12	0.0	8.39	1.29	20.89	11.82	0.4	0.0	0.0	20.71	1.14	17.66	2.06	1.34	11.79	0.0	19.9	0.0	12.18	3.78	20.58	1.28	1.45	10.23	13.42	7.1	0.0	23.06	0.83	25.89	18.23	6.65	0.0	1.06	75.4	0.0	63.08	6.28	0.0	9.54	0.0	0.0	0.0	6.82	1.93	7.69	20.69	4.9	6.7	5.35	6.19	0.0	0.0	0.53	4.62	0.83	2.58	0.0	11.86	3.39	0.0	9.4	1.27	0.99	34.25	0.6	1.06	0.85	3.41	0.0	0.0	0.0	0.0	1.8	4.09	89.26	2.4	4.76	3.54	20.2	0.0	3.66	0.0	7.03	0.0	2.48	1.83	0.0	2.05	2.47	1.39	0.0	0.0	0.0	2.39	9.38	0.0	59.8	0.1	0.0	2.7	15.46	5.44	7.33	0.0	10.13	2.01	37.5	47.98	6.08	0.66	0.0	0.0	4.24	0.0	3.58	0.92	0.0	0.0	0.0	3.76	55.7	8.79	2.44	0.0	2.92	8.56	0.0	1.05	2.13	0.0	0.96	0.0	2.35	1.03	2.63	0.0	0.0	2.72	9.4	28.53	3.88	0.0	0.57	13.46	1.39	0.0	3.93	0.0	0.74	3.12	0.0	1.11	7.71	4.92	0.0	2.96	7.28	3.94	0.0	0.0	3.35	43.81	6.08	6.85	96.73	21.5	0.33	3.83	0.0	65.47	2.08	1.78	0.0	0.81	0.0	0.0	36.07	2.88	0.0	10.83	14.21	7.39	1.39	32.91	15.11	9.43	8.75	1.11	2.69	0.0	19.36	0.34	0.0	0.0	1.28	6.73	1.71	0.0	7.01	0.0	0.0	19.69	7853.09	152.13	1376.26	80.28	5.56	2.81	14.02	0.0	0.99	17.58	6.83	0.0	3.94	11.82	0.0	0.66	1.84	20.96	0.38	0.0	0.0	-18.51392	23.206938	1
BC02_Pooled	0.78	0.99	0.44	0.44	0.0	0.0	6.83	0.0	0.08	0.0	1.06	0.8	0.2	1.29	7.19	8.89	0.0	0.0	50.71	36.06	2.58	5.92	0.0	0.31	0.08	0.51	0.46	43.21	3.32	14.84	2.12	1.95	0.88	6.05	1.87	1.46	1.32	9.95	0.7	174.28	6.14	2.38	0.18	0.0	2.74	15.69	143.57	0.0	0.0	0.0	0.0	268.05	0.0	1.49	20.58	15.92	7.48	48.04	3.54	1.95	0.75	6.73	10.01	0.0	26.73	0.0	3.72	290.02	40.45	0.72	2.48	1.75	10.19	0.0	1.75	22.0	5.72	30.75	15.68	0.0	0.0	0.0	0.0	2.53	0.0	0.0	1.51	29.36	27.48	1.8	0.0	0.42	2.15	0.0	5.8	2.84	11.94	8.71	15.7	25.33	0.0	0.98	36.91	0.0	5.84	0.03	32.96	1.35	6.93	23.77	10.3	3.3	8.42	248.11	3.32	12.19	12.6	2.06	0.0	0.0	4.95	2.95	0.11	0.0	1.04	8.19	0.47	11.13	3.47	48.16	0.11	0.0	0.0	14.13	0.71	19.3	0.0	0.06	27.1	0.0	0.0	0.0	0.34	0.0	0.13	32.51	18.72	95.15	0.1	7.15	0.0	1272.65	4.46	1.96	0.81	0.23	123.21	2.12	21.31	0.0	0.0	147.73	0.0	1.9	0.0	224.32	0.45	15.48	0.0	0.0	58.41	22.19	4.21	0.72	10.13	1.53	75.79	0.27	9.76	1.46	25.07	12.67	4.81	30.72	11.67	0.15	11.47	0.0	0.0	1.69	6.41	2.74	0.77	12.98	85.47	0.31	32.29	1.21	0.0	2.49	0.0	18.84	0.0	2.83	1.2	5.29	43.15	0.0	0.0	0.05	0.32	255.97	0.03	0.0	2.42	0.55	6.35	0.0	0.79	0.0	2.82	1.17	242.15	1.4	13.43	13.21	6.74	0.0	1.12	0.0	16.1	0.0	6.52	2.62	8.25	1.52	152.13	13.21	0.0	0.6	0.0	1.35	0.08	0.0	37.63	0.49	0.21	0.11	17.91	0.31	6.45	0.0	56.44	1.33	107.12	58.21	5.94	11.12	0.0	0.0	10.26	0.0	14.71	8.28	0.26	0.0	0.0	1.46	3.55	15.59	43.54	0.0	0.0	4.12	0.0	0.0	6.66	0.0	4.35	6.83	4.14	0.0	0.62	0.68	0.0	0.0	33.97	31.11	0.71	1.59	0.0	125.66	222.19	0.0	1.57	0.83	0.0	0.8	0.93	0.84	68.69	0.41	0.0	0.0	2.5	0.98	0.0	0.0	0.77	105.9	55.96	5.19	10.59	140.9	0.49	15.86	0.74	137.28	0.0	0.0	0.0	0.56	0.07	0.06	107.11	873.27	0.0	0.95	6.23	0.46	0.96	7.79	33.16	0.0	6.91	1.24	0.14	0.0	35.39	0.72	91.31	1.36	6.37	9.49	0.11	0.36	15.17	0.0	0.0	37.08	100.26	7.83	50.97	1.94	6.79	1.69	24.71	0.0	0.0	5.73	3.04	0.0	0.0	53.59	0.0	0.47	1.04	5.5	1.95	9.47	0.0	17.713604	-3.1986809	0
BC03_Pooled	16.31	10.92	0.0	0.0	0.0	0.0	0.28	0.0	9.37	0.0	4.92	6.08	0.0	0.0	2.38	0.19	0.0	0.0	60.61	3.96	0.68	3.31	0.0	0.0	10.51	0.0	0.4	43.77	6.75	73.25	10.14	0.0	0.0	17.97	0.06	0.0	1.11	19.01	3.06	174.28	114.35	7.6	0.0	0.0	0.0	13.94	128.78	6.31	0.0	0.0	0.0	24.61	0.0	0.0	14.2	12.42	3.88	2.62	0.0	0.0	2.62	29.13	0.0	23.77	28.41	1.97	20.99	277.73	0.27	0.0	0.14	16.0	9.19	8.73	0.0	7.28	0.51	101.54	1.32	0.0	0.0	7.3	0.0	36.43	0.0	0.0	4.35	21.55	18.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87	15.54	0.44	6.8	0.0	27.72	13.78	11.22	5.22	4.95	19.0	0.0	9.67	1.16	0.3	2.14	54.41	68.9	0.0	31.72	21.35	127.79	2.87	0.0	20.68	7.37	3.51	0.0	3.33	15.85	1.34	10.35	1.16	2.9	0.0	0.0	0.0	1.18	0.0	4.66	0.0	0.07	32.23	0.0	6.97	0.0	2.19	0.0	0.14	12.73	0.0	16.46	0.0	3.09	0.0	307.85	6.05	0.89	0.87	0.0	493.0	0.0	7.66	4.37	0.0	3.49	0.0	0.0	0.0	1.45	0.0	14.62	0.0	0.0	35.67	0.79	22.63	0.0	0.09	0.58	17.9	0.0	0.0	0.0	8.08	1.85	0.0	7.53	1.0	0.0	12.51	0.0	3.72	0.0	0.0	0.0	0.0	0.47	21.02	0.0	5.75	8.4	0.0	0.0	0.0	22.01	0.0	30.56	0.85	6.28	8.63	0.0	73.43	0.0	3.63	223.23	0.0	0.0	7.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.88	0.64	1.5	3.47	32.84	0.0	0.0	0.0	3.14	0.0	0.05	105.49	0.0	39.52	38.17	6.78	0.0	0.0	0.0	0.0	0.0	0.0	32.61	0.0	0.0	9.62	9.8	0.0	0.18	0.0	6.59	0.0	75.38	16.96	103.14	2.3	0.0	0.0	5.0	2.57	8.9	0.0	0.0	0.0	0.0	0.0	0.0	3.94	11.93	0.0	0.0	3.39	0.0	0.0	17.17	7.64	0.0	1.46	12.09	0.0	0.0	0.0	4.91	0.0	1.46	23.72	0.0	0.0	0.0	28.64	94.75	2.88	0.0	0.0	8.23	1.0	0.0	0.43	68.81	1.09	0.0	0.0	0.0	21.62	0.0	0.0	22.15	61.9	18.59	0.0	28.28	0.0	0.0	17.51	0.0	93.85	0.0	7.48	0.0	0.0	0.0	0.0	290.46	350.34	0.0	81.44	27.28	0.0	0.0	131.73	3.7	0.0	0.0	0.0	2.05	0.0	2.22	0.0	23.17	0.0	0.0	6.45	0.0	10.88	5.83	0.0	1.54	47.94	2379.27	15.3	1964.42	78.91	25.87	0.77	2.24	0.0	19.39	9.09	139.46	7.07	9.8	0.29	0.0	1.63	0.0	0.0	0.0	0.0	14.98	-14.521467	16.70251	1
BC03LN_Pooled	111.3	6.88	5.14	0.35	0.0	0.0	3.41	2.11	4.92	0.0	14.57	2.55	0.0	2.25	1.54	7.03	39.56	0.0	102.7	12.27	0.97	0.0	0.0	26.68	0.33	0.0	10.5	34.97	0.82	44.4	10.11	0.0	6.64	7.52	3.0	0.0	0.82	0.72	3.35	274.51	227.17	118.11	0.08	0.0	0.0	59.38	64.73	1.41	0.0	0.0	0.0	17.41	7.34	1.83	155.36	23.97	16.01	2.27	3.13	0.0	0.0	124.43	4.09	289.73	39.31	0.0	15.8	515.22	18.87	2.55	0.83	4.74	3.68	9.39	6.06	13.0	11.34	88.47	3.22	0.48	0.0	30.57	0.0	14.23	0.0	4.63	7.18	4.36	10.53	0.0	8.7	0.68	0.0	0.0	16.27	7.32	0.0	10.47	8.48	3.01	0.0	0.0	20.65	5.85	51.85	9.96	4.91	0.0	7.74	17.65	0.17	1.57	31.34	58.69	11.81	81.31	3.55	134.33	33.57	0.0	9.73	14.9	7.41	0.91	2.75	1.63	25.85	27.38	9.31	62.06	0.0	0.0	0.0	1.2	0.98	6.33	0.0	1.56	25.65	1.14	2.79	0.0	0.63	0.0	0.0	11.85	51.2	59.78	0.0	8.05	0.0	219.28	21.09	0.99	0.0	0.0	903.41	3.25	55.41	0.0	38.12	0.0	0.0	1.57	0.0	17.12	4.1	8.53	0.0	6.04	101.49	34.98	30.9	78.58	0.46	2.11	22.75	0.0	3.47	0.0	4.7	13.55	0.0	14.28	26.34	0.0	5.29	0.0	0.83	0.0	0.0	2.2	3.45	3.55	79.12	2.26	6.03	50.79	0.0	0.0	0.0	48.26	0.78	36.24	2.36	17.56	29.67	0.0	719.5	0.44	0.89	544.73	0.0	0.0	17.17	0.0	14.7	1.3	36.71	0.32	4.6	2.14	192.27	0.12	3.38	3.63	29.25	0.0	0.0	0.0	14.52	0.0	3.01	96.39	1.71	72.42	40.57	2.69	0.89	0.0	0.0	0.0	0.0	2.79	26.74	0.0	0.0	59.7	19.83	0.0	18.64	0.6	24.51	0.0	149.55	15.41	135.18	4.13	0.64	0.0	15.18	40.09	18.96	0.0	0.0	0.0	0.0	1.14	0.0	25.8	28.2	0.0	0.0	7.56	0.0	0.0	5.69	0.99	15.49	0.0	4.75	4.89	0.17	0.0	0.0	0.0	1.1	18.97	7.84	2.09	0.0	55.46	76.14	13.83	0.0	0.73	28.0	0.29	0.0	0.06	145.52	0.0	0.0	0.0	0.93	111.34	0.0	0.0	53.99	172.43	14.28	1.28	97.84	0.0	0.0	5.78	7.72	184.12	2.56	0.0	0.0	0.0	0.0	0.0	171.59	227.91	0.0	78.54	12.22	19.45	0.0	919.61	33.65	0.0	0.0	0.61	4.0	0.0	7.07	0.1	20.89	1.55	3.42	19.08	0.0	11.2	40.33	0.0	0.0	64.03	10321.61	58.45	3310.78	531.54	2.68	1.52	2.46	30.36	28.07	29.98	138.6	1.58	110.84	16.37	0.0	7.08	0.0	0.0	0.0	0.61	29.93	-18.667011	24.625608	1
BC04_Pooled	0.63	0.0	7.84	0.0	0.0	0.0	1.64	0.0	1.86	1.32	1.57	0.0	0.36	7.23	9.07	8.27	0.0	0.0	55.79	12.57	11.74	1.09	0.18	9.04	1.31	2.17	13.64	74.51	2.8	0.0	8.6	0.0	5.15	17.3	0.0	1.35	1.77	7.71	6.24	146.85	83.6	0.44	4.99	0.0	6.04	49.66	65.53	0.0	0.58	0.0	0.0	15.89	22.93	0.08	32.36	61.41	10.79	18.35	0.0	0.0	21.29	126.53	6.13	0.0	13.57	0.0	0.48	248.18	49.79	0.0	0.08	4.25	10.61	3.58	2.08	57.65	13.26	54.09	7.87	0.0	0.0	2.56	0.0	54.3	0.0	0.0	0.79	0.5	28.41	1.44	0.0	2.77	0.0	0.0	17.02	5.13	44.7	6.65	32.46	6.66	0.0	7.84	42.64	3.33	92.86	0.9	8.21	1.25	14.45	35.06	40.84	8.67	65.89	56.12	4.37	27.42	28.5	52.39	0.0	1.49	11.57	13.29	0.0	0.0	1.61	1.76	0.0	20.43	4.36	113.66	0.0	0.0	0.0	7.15	0.0	12.49	0.0	0.0	53.42	7.23	0.0	0.12	0.54	0.0	0.0	10.27	40.27	58.63	0.0	2.75	0.0	233.51	16.51	1.23	0.0	2.22	136.22	2.19	24.49	0.0	0.0	37.83	10.59	5.3	0.12	64.8	10.06	14.76	1.88	0.0	134.69	5.99	6.91	0.0	4.52	1.21	36.42	0.91	17.26	0.0	6.73	84.65	0.0	53.64	0.93	0.0	2.41	0.0	9.29	1.27	10.51	4.76	9.32	0.79	91.6	6.93	9.92	7.36	0.0	1.36	0.0	34.3	0.0	10.87	10.89	14.16	10.68	0.0	8.08	0.28	16.99	114.91	0.0	3.27	1.66	0.0	14.39	0.22	5.32	1.32	12.03	1.22	238.19	5.6	7.06	3.19	22.6	0.0	0.0	0.0	9.93	0.0	19.18	57.5	6.07	9.64	24.27	9.6	0.0	1.22	0.0	0.0	3.01	2.25	7.13	0.0	1.49	11.92	25.96	41.66	18.35	0.0	6.09	0.0	119.61	43.58	31.45	26.57	1.38	1.21	8.72	0.0	16.06	2.87	0.0	3.97	0.0	0.9	4.25	42.19	56.51	0.29	1.9	2.87	0.0	0.0	11.17	0.33	112.72	0.0	25.85	0.0	0.37	0.4	0.0	0.0	2.61	48.35	0.88	1.01	0.0	168.54	256.74	0.0	11.88	0.0	11.29	0.34	0.0	0.9	16.18	4.09	0.0	1.91	11.36	2.95	0.0	0.0	11.95	99.13	15.12	3.25	32.14	0.0	0.0	3.47	0.82	147.28	2.7	0.0	0.0	0.0	0.0	0.0	44.05	12.55	0.0	13.18	14.98	0.39	1.23	59.8	31.76	1.84	0.0	0.0	1.81	0.8	19.79	10.8	34.89	7.23	7.46	11.54	0.0	3.23	8.21	0.0	0.0	30.48	1373.13	78.93	724.49	40.19	7.85	0.84	8.74	0.0	2.04	14.96	50.82	0.98	0.0	18.36	0.0	8.81	0.0	0.0	2.81	0.0	0.0	-13.845322	13.767131	-1
BC05_Pooled	0.0	0.0	0.06	0.19	0.0	0.39	2.7	0.0	0.3	0.0	1.28	0.87	0.62	1.06	0.17	4.01	0.0	0.0	135.38	14.86	5.15	2.04	0.43	0.17	0.0	22.15	1.67	48.6	4.44	11.1	1.64	0.41	23.92	15.92	2.02	8.44	5.33	12.73	0.07	87.76	0.0	2.17	0.0	0.29	16.06	18.74	93.37	0.0	0.0	0.0	0.0	72.59	2.63	7.27	54.52	37.95	10.82	41.92	0.26	0.0	0.0	2.0	2.11	0.0	16.89	0.0	0.7	238.2	2.35	2.16	1.44	2.19	15.07	0.0	11.12	5.86	9.56	79.57	39.06	0.0	0.0	0.0	12.13	1.73	0.0	0.0	1.02	112.67	22.0	0.58	0.77	5.21	0.39	0.83	0.0	0.88	3.66	18.59	2.26	3.62	0.0	0.0	34.68	0.0	22.52	0.05	3.29	0.48	20.1	16.78	129.11	1.66	0.85	292.53	15.5	19.56	3.64	0.88	0.0	0.0	16.77	35.36	0.0	0.0	6.31	63.26	1.08	19.27	72.37	22.36	0.23	0.16	0.0	1.22	1.9	7.52	0.11	0.0	12.02	25.18	0.0	0.0	0.25	0.0	3.66	1.76	4.96	16.69	0.0	22.72	0.76	721.46	12.12	0.92	0.23	1.29	91.93	1.28	38.3	1.04	0.0	6.76	1.12	6.61	0.0	32.27	0.0	61.18	7.11	0.0	55.85	17.61	26.62	2.91	10.0	5.9	3.07	0.0	16.46	0.0	54.32	68.46	0.52	14.48	4.04	0.0	15.58	3.65	0.22	0.0	2.96	6.15	0.39	25.84	23.76	7.15	16.67	0.0	0.0	0.0	0.0	58.26	0.0	0.0	0.14	3.41	5.0	0.0	0.0	3.07	41.58	125.26	0.17	0.24	3.3	0.57	3.12	0.0	0.0	0.0	0.0	2.53	157.71	9.22	9.31	24.87	2.87	0.0	0.0	0.0	7.05	0.0	3.67	0.0	0.0	0.0	32.36	5.29	1.08	0.0	0.0	1.23	0.0	0.0	10.49	0.57	82.51	0.96	46.53	13.7	106.41	0.59	62.83	0.0	90.6	56.37	0.0	2.1	0.0	0.0	25.95	0.0	14.92	4.55	0.0	0.0	3.25	3.99	0.0	26.17	166.64	0.0	0.14	0.94	0.0	0.6	0.0	0.0	0.18	0.0	1.84	0.16	0.0	3.36	0.0	0.0	9.59	33.82	15.63	1.23	0.11	79.44	126.26	0.0	0.88	5.3	0.0	1.86	0.0	15.09	10.74	0.21	0.0	0.0	0.07	4.42	0.0	0.0	0.11	61.32	54.52	1.78	16.79	0.0	0.13	38.86	0.0	117.8	0.0	1.03	0.0	2.22	0.0	5.15	17.59	20.2	0.0	0.75	13.52	0.83	0.86	0.28	11.24	0.0	0.0	3.04	0.0	0.0	19.06	0.0	36.2	2.04	5.9	18.77	0.0	0.37	22.76	0.0	0.0	81.87	67.71	9.94	16.83	1.78	1.79	6.29	12.91	0.0	0.0	10.29	4.1	0.0	0.0	119.97	0.0	0.65	0.0	0.04	0.0	8.89	0.0	12.493642	-8.189055	0
BC06_Pooled	9.51	0.0	0.28	0.8	0.0	0.94	1.55	0.21	0.7	1.88	1.08	0.0	0.27	23.57	20.51	1.39	6.75	2.14	42.65	1.6	8.56	10.21	2.02	11.44	0.57	5.23	15.65	35.19	6.61	1.35	2.48	2.18	2.04	9.85	1.44	0.72	0.1	2.01	39.33	210.1	17.19	11.07	0.0	0.0	7.39	67.07	200.72	1.21	0.4	0.0	0.0	6.56	1.14	19.08	13.91	16.94	9.98	10.14	0.34	0.0	4.91	19.25	2.18	9.01	14.32	2.44	0.2	236.57	4.54	0.0	0.0	25.3	37.11	0.0	1.69	25.01	5.22	35.95	11.36	0.0	0.0	1.74	0.03	12.35	0.0	0.36	3.45	2.31	23.94	36.79	0.0	4.19	1.66	0.0	52.07	44.77	4.41	4.1	46.97	28.6	0.0	0.0	39.32	0.53	17.2	0.8	0.36	0.05	1.78	77.4	1473.49	39.58	14.14	11.02	25.83	38.96	1.91	16.44	4.03	6.91	19.68	17.65	1.29	0.57	5.82	3.37	1.49	11.32	0.03	87.13	0.99	0.34	0.0	0.56	2.58	18.87	0.0	62.0	11.28	4.38	0.0	3.0	1.63	0.0	0.09	13.52	86.25	43.44	0.0	8.27	2.54	74.28	17.15	0.0	0.24	0.38	24.5	0.74	31.28	0.0	2.48	504.69	0.23	15.6	0.0	95.09	1.18	11.17	2.26	0.0	46.79	16.13	11.38	5.12	28.5	0.97	53.37	0.0	5.44	8.78	0.53	33.86	0.24	14.88	12.35	0.0	3.57	2.07	0.94	2.05	733.78	1.94	5.57	12.92	28.22	1.75	6.03	18.35	0.72	1.03	0.33	31.37	0.03	3.0	3.5	17.41	3.68	0.0	11.43	1.57	4.37	148.31	1.35	0.95	2.4	0.21	4.43	0.25	6.44	0.42	2.62	2.45	370.68	4.39	18.39	5.78	10.87	0.17	0.0	5.02	22.78	1.45	3.89	1.6	1.34	2.87	2.59	7.5	5.54	0.33	0.0	1.51	1.54	0.0	10.32	0.0	2.2	10.36	30.22	10.58	53.45	0.0	21.85	19.9	92.39	19.92	30.57	4.01	1.99	0.0	7.43	0.88	2.59	1.87	0.0	3.51	0.11	0.42	14.47	17.91	28.42	0.0	13.1	0.08	4.39	0.0	6.14	5.51	11.14	0.96	3.83	2.17	1.01	0.0	0.0	0.64	0.52	30.85	7.15	0.46	0.21	69.24	55.35	0.32	61.9	6.23	1.33	0.49	0.0	1.03	3.14	0.82	0.0	0.57	11.84	5.46	0.41	0.0	6.71	18.52	37.74	1.0	12.27	0.0	0.9	4.24	3.44	148.23	0.0	0.12	0.0	0.21	0.0	0.04	14.09	66.43	0.0	21.07	4.21	16.27	0.2	73.72	63.35	0.24	3.0	0.88	0.39	0.0	58.4	10.05	32.12	0.76	6.14	14.91	2.59	2.31	3.46	0.56	0.0	36.52	26822.28	562.16	8887.69	97.0	2.53	1.7	4.49	2.2	1.77	14.94	24.59	0.0	15.04	18.11	0.0	0.52	0.0	0.0	5.75	3.54	0.27	-22.679066	26.057152	1
