Input Sample,BC_01,BC_02,BC_03,BC_03LN,BC_04,BC_05,BC_06,BC_07,BC_07LN,BC_08,BC_09,BC_10,BC_11,P-value,Pearson Correlation,RMSE
TCGA-A8-A08H,0.11986607464890373,0,0,0,0,0,0.022183191081797057,0.1975436226006416,0,0.22286557955067735,0.388865489246783,0.015745454166215454,0.03293058870498185,0.97,-0.0425,1.3042904326117821
TCGA-A8-A08P,0.023163836046308648,0,0.014279035095618772,0,0,0.261130776622054,0,0,0,0,0.7014263522360186,0,0,0,0.31021783490578575,1.1194887021801676
TCGA-A8-A08S,0.13393926138010961,0.18327135983446077,0,0.14931470246374803,0,0.41333771915483775,0,0,0,0.08866836181688693,0.03146859534995691,0,0,0,0.34140761933075015,1.0532368212493979
TCGA-A8-A08T,0.3131868048479777,0.03559335342830386,0,0.08073362574977562,0,0.2614923845833586,0,0.1504794857601946,0.009391124158853542,0.09825651031544401,0,0.05086671115609209,0,0,0.3287944511351199,1.0518923342020048
TCGA-A8-A08X,0,0,0,0.10995018718904406,0,0,0.21381349947466421,0,0.17817157606071926,0.26134351272189393,0.16529756544075722,0.0714236591129213,0,0,0.20689093673838735,1.1343799351504749
TCGA-A8-A090,0.23766094645887956,0.09441670880208106,0,0.021285245077935527,0,0.23007528310870543,0,0.021136794439508867,0,0.08247902596493634,0.2275158404230734,0.08543015572487984,0,0,0.20574640205693592,1.1180234525356958
TCGA-A8-A097,0,0.025304410103114974,0,0.07499187956361089,0.07204051479596428,0.4685888044566165,0.03878072046537175,0,0,0.17913650445378768,0.07267133408791185,0.06848583207362209,0,0,0.27966724429322104,1.0936779153940481
TCGA-A8-A099,0.24753936398597215,0.17815355036663258,0,0,0,0.3114921549322357,0,0.17360383660978504,0.050263119241661464,0.0044656876808008205,0,0.03448228718291226,0,0,0.38616705280179897,1.0155103969271697
TCGA-A8-A09E,0.09160035089666246,0.49295870740245223,0,0.02403933351702376,0,0.2778309389063721,0,0.0912874617017516,0,0.022283207575737846,0,0,0,0,0.47884282225720604,0.9520227980993762
TCGA-A8-A09G,0,0,0.01884011179037971,0.1264598900232389,0,0.3298088822059511,0,0,0.2274767260537243,0,0.29547124664099106,0,0.0019431432857149938,0,0.22091991375371517,1.1473061465340526
TCGA-A8-A09I,0,0,0,0.05731740436200839,0.08124747133324713,0.48720365439813995,0,0.0009,0,0,0.37330507847365946,0,0,0,0.39972951335249285,1.0057896132504198
TCGA-A8-A09N,0.3482469066974595,0.09168204702836523,0,0.04090336846584165,0,0.21895651460628107,0,0.06270040046901375,0,0.054588629742020923,0.1747767611152481,0,0.008145371875769788,0,0.27935897614154365,1.0737572246260805
TCGA-A8-A0A7,0,0,0.17664236348641094,0,0,0.08229202779964526,0.012472627839310014,0.016313239623203687,0.1841553479415616,0.03599975951136338,0.4921246337985052,0,0,0,0.19082947545916512,1.1979573169507558
TCGA-A8-A0AB,0.04946618583192276,0.005614710349692325,0.019258856495864052,0.07560683553478854,0,0.506754917808513,0,0.052501264320467554,0,0.10217683255918338,0,0.16208830540152344,0.02653209169804501,0,0.37553281531006677,1.0311070065768952
TCGA-AC-A23C,0.23021277655537808,0,0.07626948793320086,0.005602191213769792,0,0.27220047111412626,0.09753305741400552,0,0.0592399232259131,0.0897297185060327,0.1692123740375737,0,0,0,0.23527565090474684,1.1016280596301737
TCGA-AC-A23G,0.06327119989689325,0,0,0,0,0,0,0.1938925608958104,0,0.5034256992336568,0,0.13551961201357793,0.1038909279600616,0.46,0.030750639132883603,1.2716711240179774
TCGA-AC-A23H,0.22413304726351163,0,0.07957225291409457,0,0,0,0,0,0,0.37338453941464295,0.0747191949278835,0.08002078905631099,0.16817017642355633,0.94,-0.0385,1.2912058018948156
TCGA-AC-A2FB,0,0,0,0.1308353885351308,0,0.030023887519648497,0.22523902900055465,0.2093279009415041,0.0005,0.01864091130446233,0.38543417773675726,0,0,0.05,0.10727123994952599,1.233465492287734
TCGA-AC-A3QQ,0,0.16465324565892847,0,0.017990220537556886,0.10257692368801477,0.2377094054312252,0.19298501882233532,0,0.04987372383973412,0.13004373597091473,0.055738810291207315,0.048428915760083194,0,0,0.26710218964825805,1.0916988195886737
TCGA-AC-A3TN,0.23456939610391628,0.29400763336983265,0.02154084111364225,0,0,0.25100392676750694,0,0,0.031171046785946295,0.1507067151575198,0,0.01700044070163579,0,0,0.31359905315758846,1.0793562272566848
TCGA-AC-A3YI,0.035692987464251896,0,0,0,0.072021084711555,0,0,0.21639669548209145,0,0.529929319819578,0,0.14595991252252358,0,0.01,0.11470363971437074,1.2175256510656736
TCGA-AC-A4ZE,0.18809331013405434,0.3746145532916966,0.02429703800917705,0,0,0.17588941087186494,0,0.104216835301958,0.056926866682103366,0.07596198570914575,0,0,0,0,0.25508018197929916,1.114440111561677
TCGA-AC-A8OS,0.1470874664059229,0.04242063542816596,0.14736413059524253,0,0,0.08697226379225824,0,0,0.3562068998425137,0.21283430306764747,0,0.007114300868249181,0,1.0,-0.0851,1.3420113482805902
TCGA-AN-A03X,0.10377841402130751,0,0,0,0,0.28747943096604994,0,0.06634762584651825,0.060192702828094295,0.4378153409235049,0.04438648541452515,0,0,0,0.18493950466213938,1.158099627581711
TCGA-AN-A041,0.16883079742327303,0.16854746438264062,0,0.11593544764518834,0.030834565808115045,0.25377210733677774,0,0.09536606366217172,0,0.16671355374183347,0,0,0,0,0.2706633482469813,1.0953769530868667
TCGA-AN-A04C,0.011988329312217001,0,0,0.06696231081955539,0.25210988970776355,0.32479767216779376,0.14984248226931285,0.09744608870879515,0.044730038759226855,0,0,0.05212318825533543,0,0,0.41589767856464116,0.9990249045523077
TCGA-AN-A0AJ,0.17229140139087423,0,0,0.2073998506717684,0,0.051023887056622884,0.005621672024500017,0.10074856153903385,0,0,0.46291462731720057,0,0,0,0.19488920640241983,1.1708287873497445
TCGA-AN-A0AK,0.24119457608552153,0,0,0.20406777415434688,0,0.31012313533618724,0,0,0,0,0.20641178016554979,0.03820273425839455,0,0,0.34060740508154497,1.0333817359063906
TCGA-AN-A0FD,0.2853048062716043,0.2001624357968613,0,0.13711880044444322,0,0,0,0,0,0.17189181892667577,0.11706572760869459,0.02882219841839305,0.05963421253332775,0,0.2243037451270441,1.112832569423162
TCGA-AN-A0FJ,0.23108357062451212,0,0,0.23643233610931152,0,0.21533940907002186,0,0,0,0,0,0.13904803957269748,0.178096644623457,0.01,0.11725561431090699,1.206837804487432
TCGA-AN-A0FK,0.271777483871878,0.15163716031982655,0,0,0,0.36406720843725116,0,0.015766702978037606,0.16501345463155503,0.02144083503167701,0.010297154729774686,0,0,0,0.3997340334492513,1.0111116221490837
TCGA-AN-A0FL,0.1733279602901347,0,0,0.14626830077116357,0,0.3039496510496584,0,0.026272309873567212,0,0.10157741292277056,0,0.18794357000749914,0.06066079508520647,0,0.31962381723041045,1.0614706640408391
TCGA-AN-A0FN,0.10182155254407128,0,0.10339029797761456,0,0,0,0.02129406278804192,0.21431448621573163,0.23422472194476945,0.20072618486073657,0.12422869366903462,0,0,0.98,-0.0639,1.3248141072185877
TCGA-AN-A0FS,0.2600687952212319,0.12705979238688037,0,0,0,0.20302680667392017,0,0.10937178604170206,0,0.1989957169579412,0,0.10147710271832434,0,0,0.19919107663500374,1.1460359933739157
TCGA-AN-A0FT,0,0.10502485445239688,0.1391553838189746,0,0,0.42471055911667654,0,0.04549329730209129,0.049713535657106435,0.14791477702031322,0,0.087987592632441,0,0,0.3151309382496181,1.0713716991559266
TCGA-AN-A0FV,0.003108306812708911,0.1215287577296047,0,0.06561795776740878,0,0.5399934988249445,0,0,0,0.2330869891522173,0,0,0.03666448971311582,0,0.39860699165567726,1.020894632565616
TCGA-AN-A0FX,0,0,0.047155093880984086,0.02775408747520271,0,0.1188233534485864,0,0,0,0.27095999549376953,0,0.22795549255947964,0.30735197714197765,0,0.15173246008097968,1.1941797467473265
TCGA-AN-A0FZ,0.09916691405219517,0.3014787025462001,0.036930446569938345,0,0,0.32200955101364476,0,0,0,0.21389567481247113,0,0.02651871100555051,0,0,0.3636824403555317,1.0429221672064104
TCGA-AN-A0XP,0.2203869776404483,0.3428825542338505,0,0,0,0.26906678322336364,0,0.0003,0.012779019474708607,0.10603016916077504,0.048521486567227066,0,0,0,0.3894490807372566,1.0183594938915648
TCGA-AN-A0XV,0.3180815281210136,0,0.02900462126755447,0,0,0.08153152427689002,0,0.32501965609473643,0.1509693454813328,0.09539332475847268,0,0,0,0,0.15342913031115285,1.1804217893292954
TCGA-AN-A0XW,0.14413875144774066,0,0.058013750055247545,0,0,0,0,0.22839252582404707,0,0,0.4706394823241814,0.017869571297691587,0.08094591905109173,0,0.228054474739691,1.161178113212235
TCGA-AO-A03L,0.09155863841112766,0.028445981682458075,0.11219910014444892,0.0656622699530729,0.0524516622892145,0.4634720529279779,0,0.08030192902969438,0,0.08654748121352127,0.01936088434848437,0,0,0,0.29120097885753926,1.0905183584872558
TCGA-AO-A0JE,0.07063355806444434,0,0,0.12225916472311137,0,0.08163782449528506,0,0.15711890875142387,0.0926470121700944,0.10931363506919024,0.34278753103741066,0,0.02360236568904004,0.01,0.12047822449629672,1.2110702966640063
TCGA-AO-A0JM,0.2310781828858815,0.017739056349758354,0.023504416746672946,0.07476886217560638,0.1753348183894289,0.23459326892869334,0,0.06689110250789625,0,0.17609029201606236,0,0,0,0,0.3387079977945079,1.0458602877351055
TCGA-AO-A12C,0.3099044836125459,0,0,0.031038033500125423,0,0.28729199985538484,0,0.0286318475313006,0.007156183696990057,0.3359774518036532,0,0,0,0,0.3083095391891399,1.0785114218025162
TCGA-AO-A12D,0,0,0.1451865063067604,0,0.15153403675791807,0.3890561520848754,0,0.008784756156536072,0.0042851714512171235,0.07513829642645056,0.2260150808162425,0,0,0,0.30898048602495704,1.0692036097347515
TCGA-AO-A12G,0.14894779275410058,0,0.08008629676604125,0,0,0.35072953061073703,0,0.08359757675499518,0,0.24693396400863388,0,0.08970483910549205,0,0,0.2805742185276683,1.0902239369380196
TCGA-AQ-A04L,0.0808995103978149,0.17470620977529536,0,0,0,0.2823655310998328,0,0.013073547710455288,0.2078034057858506,0.20024736540331012,0,0,0.040904429827440934,0,0.38506477467696204,1.0154787087896044
TCGA-AQ-A0Y5,0.015420314903013375,0,0.1399498722779714,0,0.1692138583916919,0.30261359395258447,0,0,0,0.3415488701290404,0,0.031253490345698465,0,0,0.2262297242830009,1.1356453497951935
TCGA-AR-A0TX,0,0,0.041320877471730945,0.058048261808414624,0,0.252491689742402,0.1282055420553837,0.12541931028116723,0,0.15664863776582832,0.23786568087507312,0,0,0.08,0.1008020018602292,1.1957025193006663
TCGA-AR-A1AT,0,0,0,0.07852882849608277,0,0.47203012097822555,0.007687463689138897,0,0.10686118660640051,0.0077678435442111345,0.32712455668594115,0,0,0,0.2941020346729694,1.0842698147261063
TCGA-AR-A1AX,0,0,0.07241207448209924,0.2852324362344534,0,0.10733400117719058,0.17100351146011591,0.050197242623957236,0.11412453429397233,0,0.19969619972821137,0,0,0.25,0.05808253834895305,1.2649824991554974
TCGA-AR-A24U,0.017734106506587376,0,0,0.09439276844617933,0,0,0.2081059443848471,0.16264887350691268,0.15328150096728013,0.06862292298338148,0.2952138832048119,0,0,0.31,0.048722537165715146,1.2637233822181393
TCGA-AR-A254,0,0,0,0.0524320284560107,0.1713839563437645,0.41141929245788855,0,0,0,0.011500265351695238,0.3532644573906411,0,0,0,0.2701967785276014,1.1068557679134412
TCGA-AR-A255,0.2508383059193752,0,0,0.10666751938526797,0,0.14502685367309257,0,0.22289426819790042,0,0,0.1937355189028913,0,0.0808375339214725,0,0.15260883831387204,1.1697537943953231
TCGA-AR-A2LJ,0.03824397137288023,0,0.022394112980216315,0,0,0.053661228414179904,0.21445445748788772,0.2375983539504537,0,0.2462583083221695,0.1794063058034146,0.00798326166879806,0,0.63,0.013105891185602897,1.2496549327558841
TCGA-AR-A5QN,0,0.32188640489329823,0.0432629372149353,0,0,0.12383331203278333,0,0.26681094942278943,0,0.24420639643619366,0,0,0,0,0.16841241139706978,1.170751209558979
TCGA-BH-A0AU,0.2264677700905304,0.08177806074885267,0.04710375206583912,0.06049515066394547,0,0.25781748939558097,0,0.024195630316151354,0,0.2242621202575402,0.07788002646155982,0,0,0,0.18636281885861458,1.1436842868882144
TCGA-BH-A0AW,0.0827590065377397,0,0.19917265358297556,0,0,0.020779630461869786,0.034607470966670446,0.2268947903776486,0,0,0.4357864480730959,0,0,0.02,0.11392134095313527,1.2429388684348879
TCGA-BH-A0B6,0,0,0.21385541545260534,0.006255498945854398,0,0,0.05589101482028116,0.07147456098063668,0.03277957482049241,0.031033544020808827,0.5887103909593212,0,0,0,0.15642325882499467,1.2443634180142025
TCGA-BH-A0B7,0,0,0.13902181907909,0,0,0.30368735242710454,0.0578957809743275,0.08798902387055924,0.2996934225898513,0,0.11171260105906737,0,0,0.01,0.1356292183559318,1.2100952510620193
TCGA-BH-A0BQ,0.11069497800859399,0,0,0,0.09583182041230709,0,0,0.300505522972471,0.03461000833812247,0.37923630398543434,0.04809749048760467,0,0.03102387579546645,0,0.14550732766220706,1.1862715383930635
TCGA-BH-A0DD,0.08184851616091683,0.19629640760062608,0.05070290374883597,0.19854879767430972,0.11316040861241268,0.1917139557570916,0.0003,0,0,0.04179842652613586,0.05924059751694734,0,0.06638480720180906,0,0.3875261269936166,1.0064036167544859
TCGA-BH-A0DZ,0.22067532660149547,0,0.05117471866430064,0.04075906176385204,0.14672874576419817,0.01739202491186905,0,0.06156348115249687,0.048130703266580775,0.09740729982149231,0.1419821236822202,0.1741865143714945,0,0,0.36667392493608864,1.0076173521399419
TCGA-BH-A0EE,0.0023216892683974592,0,0,0.08979625070442857,0.3060716101908027,0.28803762917335474,0.1183150195885322,0.1136812251013123,0,0,0,0,0.0817765759731721,0,0.3900224282112603,1.0265898699949718
TCGA-BH-A0HY,0.09208001349089202,0.007794276076664584,0.019170797329973885,0,0,0.6578066521321996,0,0,0.03109187529948702,0.1920563856707829,0,0,0,0,0.5570536475732274,0.8904193255265
TCGA-BH-A18H,0.17091968944708652,0,0.03688390088967697,0.0717519764174421,0,0,0,0.22414979417666064,0.1281204282996202,0,0.36817421076951357,0,0,0.01,0.12666756520861816,1.2234149946094939
TCGA-BH-A18I,0.19359819442182916,0,0.15631482050972617,0,0,0,0,0.29265183485837987,0,0.22695018420055188,0.13048496600951293,0,0,0.7,0.0039732702109477784,1.2635740223742231
TCGA-BH-A18M,0.08026062534663125,0.14205542261288068,0.04877047253870557,0,0,0,0,0.14050659800384535,0,0.3903142136295319,0,0.17014380442974078,0.02794886343866446,0.92,-0.0338,1.2965909785644634
TCGA-BH-A18P,0.07325635750945533,0.08965271949877807,0,0.11469473219354574,0.08043395134363064,0.43162913347632303,0,0.1297810541536766,0.010259146092099715,0.017270461791776576,0,0,0.05302244394071419,0,0.36135936176644545,1.041068346120879
TCGA-BH-A18Q,0.10499725986130962,0,0.04311504551575196,0.17443125199582826,0,0.0605047317265576,0,0,0,0.03596853451631825,0.12220323302787146,0.1472907837405203,0.3114891596158426,0,0.1752795700579294,1.166382864598059
TCGA-BH-A18R,0.06231448146739593,0.04537893311971068,0.07520957643381616,0,0,0.17621353616364266,0,0.07693266615412996,0.06263788136500455,0.30939270684555603,0,0,0.19192021845074406,0.7,0.004510588832406259,1.2772314814153178
TCGA-BH-A18T,0.12174026491839231,0,0,0.17095625939912756,0,0.222779873348301,0,0.027444748777335697,0,0.05558493853144376,0.14299618534118227,0.15462310571324367,0.10387462397097386,0,0.29022563903130566,1.0685206876137725
TCGA-BH-A18U,0.011178341259392932,0.0428995821969194,0,0.2194541888115816,0.048515457436353715,0.4701152484432267,0,0.05168228716512853,0,0,0.1561548946873971,0,0,0,0.2824174862715115,1.0957857832977924
TCGA-BH-A1EN,0.3347398405833782,0.09189751155993543,0,0,0.0911594213652868,0.21396684396954427,0,0.040072454931988855,0.04762326893999076,0.1805406586498757,0,0,0,0,0.4030360752072571,1.0010593533296155
TCGA-BH-A1EV,0,0,0,0.03522068644416889,0.026382379988118536,0.7538342649646436,0,0,0.028308530305030836,0.15625413829803816,0,0,0,0,0.5635559474118319,0.8905291547592108
TCGA-BH-A1EX,0,0.10986945867191654,0,0,0,0.21325806305820116,0,0.21872814715109296,0.054326294218120054,0.20129872551115108,0.07750698738140008,0.1250123240081181,0,0,0.18016634525707634,1.1512516724377615
TCGA-BH-A1F2,0.1733112834958984,0,0.015554026618909395,0,0.04708377187470683,0.2390447436481348,0,0.17936870688840764,0,0.22447649825931634,0,0.12116096921462657,0,0,0.25174864976287836,1.1047990628875068
TCGA-BH-A1F8,0.16306603395445673,0.19279500014231063,0,0.16629251167796835,0.003984738241662475,0.3015512733961686,0,0,0,0.025570464517227543,0.05913227868621857,0,0.08760769938398703,0,0.30995617815839,1.0681536467080437
TCGA-BH-A202,0,0,0,0.11429074714470276,0,0.4402479908311255,0,0,0,0.05667659264126612,0.26195492637895157,0.002476962850368621,0.12435278015358547,0,0.3778222833668454,1.0148842155351727
TCGA-BH-A42T,0.047003460860169766,0,0,0.18074587386439175,0.02571343249058313,0.16113647235497422,0,0.17073409152557684,0.008433090697275528,0.1796221046721671,0.07146471846226755,0.1551467550725941,0,0,0.2599121269307399,1.0935759626516666
TCGA-C8-A12P,0,0,0,0.021499064061821425,0.1391577531860516,0.5486850864393722,0.07968507852895446,0,0,0.13153749948863444,0.07943551829516594,0,0,0,0.4005367140544421,1.0106551028940642
TCGA-C8-A12Q,0.14403256678153786,0.08579395288048026,0.05336917301815026,0,0.027543383744522112,0.31221719448998025,0,0.007729605339589266,0.19177988852512984,0.17753423522061013,0,0,0,0,0.19391834330101795,1.1551980788387033
TCGA-C8-A12T,0.27989748807644077,0,0,0.059754859393917295,0.010867054688421973,0.31443790079370293,0,0.019833776901061445,0,0.2003352483352082,0.05691099129825577,0.05796268051299166,0,0,0.15302848702929273,1.1724547212079703
TCGA-C8-A12Z,0.06409736169148797,0,0,0.0319555070214608,0.1033080909638744,0.6230623894008189,0,0,0.03398651926903639,0.10931180820576375,0,0,0.03427832344755778,0,0.5282425148510753,0.9140894848052191
TCGA-C8-A135,0,0,0.08867497054542889,0.010776022568995078,0,0.4970619731006177,0,0.05817659515920754,0.11905544877849498,0.10289465491342145,0,0.09280849333278776,0.030551841601046528,0,0.35614595115370973,1.0451542546948518
TCGA-C8-A137,0.30839978021177494,0,0,0.05075005958552846,0.0030962167343062588,0.5370875649941251,0,0.004511337262280089,0.025490143796731982,0.06554896932284376,0,0,0.005115928092409375,0,0.45234687876116736,0.9814723999023711
TCGA-C8-A1HF,0.08154606276744611,0,0,0.1636477047761073,0,0.2487394419196665,0,0.02161241342650941,0.018058598385544914,0,0.44586917266633397,0,0.020526606058391902,0,0.25182621925464477,1.119453707355623
TCGA-C8-A1HK,0.018275980024460743,0,0.05137977307727201,0.1605226760692884,0.20940229946364977,0.48220957077488164,0,0,0.030254638460053475,0,0,0.04795506213039395,0,0,0.4393266859814686,0.9894160149346174
TCGA-C8-A278,0.005772489473286292,0,0.04759427029054486,0.07595533291647096,0,0.3338276816258222,0.046124404227157384,0,0.16798291971405005,0,0.32274290175266823,0,0,0,0.1681633949094796,1.17503021790719
TCGA-C8-A3M8,0.21529942224622955,0.3156475388131226,0.005803587241502419,0,0.08931973491405762,0.28401740187990765,0,0,0.08991231490518024,0,0,0,0,0,0.2882696422436023,1.1004028446648144
TCGA-C8-A8HP,0,0,0,0,0.0709893405911663,0.2281423951126012,0.008443593210901186,0.0526796288370914,0.24531243668135067,0,0.39443260556688925,0,0,0.56,0.01976361417586254,1.2934893676372394
TCGA-D8-A140,0.20041750114787668,0.18724008101498618,0.14258651386831037,0.19919983089085427,0,0.13052751794997194,0,0,0,0,0.14002855512800053,0,0,0,0.21849823381426575,1.124655646800057
TCGA-D8-A1J9,0,0.22669725163675145,0.06878276687848717,0,0.16436114337428437,0.4239912098613228,0.10111455283832933,0,0,0,0.01505307541082495,0,0,0,0.3408412323591475,1.0629163918601656
TCGA-D8-A1JA,0.049382380011068684,0.11004422714898171,0.004884640030311001,0,0.4906960045752832,0.23276013129072504,0,0.0995193787832159,0,0.012713238160414472,0,0,0,0,0.331882884868202,1.0914514229159944
TCGA-D8-A1X5,0.11760857664605545,0.12734052228689619,0,0.11277642779600391,0,0.44543544331841867,0,0,0,0.07838517252222094,0.11845385743040483,0,0,0,0.2826651923608521,1.0866987218577704
TCGA-D8-A1XJ,0.14342769208261377,0,0,0.10417394307198553,0.04372396172059943,0.5742866067169521,0.05974565242992529,0.007646767765116966,0,0.06699537621280692,0,0,0,0,0.37579793991303784,1.0409274366220673
TCGA-D8-A1XS,0.2184656920638965,0.02925741314745559,0.030120534160119287,0.11196910444795041,0,0.35089298596861845,0,0,0,0.15142501353521234,0.10786925667674742,0,0,0,0.26622675977698956,1.090302044017102
TCGA-D8-A1XT,0.10809092801731901,0,0,0.0693261875085067,0.06378985807586712,0.42073671981769056,0,0,0.030166100940453158,0.1449847439615758,0.14551156152264785,0.0173939001559398,0,0,0.26970891474675485,1.0900320364659606
TCGA-D8-A1XY,0.1502598235653363,0.2142819225250275,0,0,0,0.2952140219178469,0,0.09335055760400172,0,0.20481702688382672,0,0.04207664750396087,0,0,0.2766677625533434,1.0985502569981889
