Input Sample,BC_01,BC_02,BC_03,BC_03LN,BC_04,BC_05,BC_06,BC_07,BC_07LN,BC_08,BC_09,BC_10,BC_11,P-value,Pearson Correlation,RMSE
TCGA-D8-A27N,0.140245670256632,0,0,0,0.024837716637757693,0.31199127373554575,0,0,0.058502898428740846,0.20134639687936787,0.18811591385602294,0.07496013020593294,0,0,0.22790704234346887,1.1084313761771594
TCGA-E2-A10A,0.1263589052915607,0.35189706510851404,0,0.20385468499417878,0.05732316298459696,0.22275550102959257,0,0,0,0,0.037810680591556935,0,0,0,0.32234684444653106,1.0638973736947859
TCGA-E2-A14P,0.1461014636751603,0,0.060869597882083605,0.13935775202016928,0.058963419443130244,0.3799789787304763,0.11201092798062576,0.005947538162797229,0,0.0771496897461231,0,0,0.01962063235943422,0,0.38986261026696883,1.0121604995311562
TCGA-E2-A14V,0,0,0.13361269817898405,0.0476539407509546,0.15289248259888225,0.5008492053600482,0.010346609212435897,0,0,0.154645063898695,0,0,0,0,0.43322348486492995,0.9882437284649609
TCGA-E2-A152,0.03314078663534155,0,0.03720459457629864,0,0.14033978427377758,0.4753178805221029,0,0,0,0.10703451035732542,0,0.20696244363515393,0,0,0.3560121252560674,1.0519748483983562
TCGA-E2-A1B0,0.1406557782841451,0,0,0,0.1330539838257433,0.22354904330347478,0.01959785196311342,0.17996634652075794,0.06647518130310646,0.1445291004861022,0.052333261170049696,0.03983945314350718,0,0,0.2931662052572558,1.0737217020361383
TCGA-E2-A1LB,0.18851276230216527,0.1805306364080225,0,0.08089132713528585,0.05932852456295744,0.3260594135025058,0,0,0.1167718736824685,0.04790546240659465,0,0,0,0,0.3424688334778536,1.0525008537430918
TCGA-E2-A1LE,0.04145310270311735,0,0.2341050623111198,0,0.015665235114267435,0.10684622842382166,0,0.09076723404879328,0.15739099835825346,0.1368582477172903,0.18936407059415813,0.02754982072917856,0,0.27,0.054313348766798476,1.2438121420392794
TCGA-E9-A1N4,0.38185041115289897,0,0,0.07101534082049202,0,0.059425919834636055,0,0.08097297846985473,0.032692611169811356,0.15494449936374274,0.21909823918856414,0,0,0,0.14386466013173238,1.1591270908348474
TCGA-E9-A1N5,0.15950558068525858,0,0,0.17508902607929927,0,0.27477400171339517,0,0,0,0.19653586550546953,0,0.09264293188558004,0.10145259413099736,0.01,0.11995218724286501,1.1992192546085194
TCGA-E9-A1N6,0.23259443091562096,0,0,0.031424306762413035,0,0.21945956130682504,0,0,0,0.33726970077800134,0.03443179958273182,0.02294744516388516,0.12187275549052261,0,0.3475757083320391,1.0406255058507043
TCGA-E9-A1N9,0.13590320716405216,0,0.16624136553535027,0.17424111188825414,0,0.26861742242503567,0,0.12416281219643503,0,0,0,0,0.13083408079087275,0,0.27911493055834485,1.1000555537990988
TCGA-E9-A1NA,0.10092077556546328,0.2090539328444144,0,0.23595721946542986,0,0.09358250245588515,0,0.09591705674087406,0,0.13303620307530484,0.08138012222667654,0.029035091740495685,0.021117095885456218,0,0.157837430427736,1.1625811599132834
TCGA-E9-A1NC,0,0,0,0,0,0,0,0.09635031499482455,0.02141191248204656,0.27599636925458887,0.4092093283752671,0.19703207489327298,0,0.23,0.06320923047668016,1.2415769663939495
TCGA-E9-A1ND,0,0,0,0.043295650491238374,0.0385063167577973,0,0,0.08881194200766336,0,0,0.608661989090213,0.08998444710149758,0.13073965455159048,0,0.24141534926690925,1.1858203740524058
TCGA-E9-A22D,0.12175664076809879,0,0.018836913351320504,0.1404256944601947,0.037145914062954824,0,0,0.10370584953032648,0,0,0.5781289878271046,0,0,0,0.3164383134465206,1.112470509163536
TCGA-E9-A22E,0.19624161946246474,0,0.12390621822132579,0,0,0,0,0.039134090834364504,0,0.3436183041025921,0.1923523179725594,0,0.10474744940669349,0,0.15800351455891753,1.1568584390321015
TCGA-E9-A22G,0.21231295058210461,0,0,0.23604690453363208,0.012968382094750146,0.09345721227913176,0.0542382984544539,0,0,0,0.03199665813679925,0.0705591318168726,0.2884204621022556,0,0.2372874696257954,1.1260375532065419
TCGA-E9-A22H,0.27330706161231144,0.1839233912896603,0.04031436935199264,0.12786109479486668,0,0.19587310372399025,0,0.03542440092997593,0,0,0.14329657829720277,0,0,0,0.3071079590947462,1.0578969609974955
TCGA-E9-A295,0.23990613327494345,0,0,0,0,0.15451267661517573,0.09623780799556554,0.2720999220706722,0,0.23724346004364305,0,0,0,0.08,0.1033415668983919,1.199661349187949
TCGA-E9-A3X8,0.07473648649698424,0,0.11707829050701185,0,0,0.061992726286616354,0,0.07697683331179479,0.2223400152119382,0.11277270065429983,0.266051073363449,0.06805187416790574,0,0.49,0.02577272796768287,1.2616976688286807
TCGA-EW-A1IW,0.20307205706614573,0,0.0525991160795723,0.06381945657112569,0.0010512399834721848,0.32659209798489597,0.034843427351593854,0.09117004299021317,0,0.22685256197298112,0,0,0,0,0.26112442826838744,1.1015842482233058
TCGA-EW-A1J3,0,0.18932533472515214,0,0.12048490381217296,0.07325438738936156,0.5803221801774132,0.014719352471074733,0.02189384142482544,0,0,0,0,0,0,0.5040321666171096,0.9366985587577095
TCGA-EW-A424,0.18449480004465285,0.07362233102229211,0,0.02203220037798889,0,0.2662841710080259,0,0,0,0.2882027861604978,0,0.16536371138654238,0,0,0.2440761380491981,1.124123719500225
TCGA-EW-A6S9,0.2819310667978643,0,0,0.032987956991483054,0.10265495753580677,0.30633209079079576,0.09640717728210951,0,0,0.17968675060194067,0,0,0,0,0.3745374377505528,1.0247110134401776
TCGA-JL-A3YW,0,0,0,0,0,0.08236580151059085,0,0.21687798911445463,0.1496057169474681,0.3589790061991484,0.19217148622833796,0,0,0.59,0.018003384026792073,1.2702590445861612
TCGA-JL-A3YX,0.2841181296891595,0.27858508746118393,0,0,0,0.13177301503421995,0,0,0,0.20823967226902815,0,0.0972840955464084,0,0,0.2452977070444805,1.1276721723424743
TCGA-LD-A9QF,0,0,0,0,0,0,0.17447017164819867,0.3687050616408062,0.006360659791658288,0.06000808162516817,0.3904560252941688,0,0,0.27,0.05341981974450176,1.28323766946883
TCGA-LL-A5YL,0.22508943870382161,0,0,0.02882325885384201,0,0.1252187039280887,0,0.12010960285145031,0.24036121783198938,0.10645867762503716,0.11627217092373536,0.037666929282035466,0,0.13,0.0762450938962401,1.2190611723501463
TCGA-LL-A7T0,0.1985300246802093,0.02630940076318062,0,0.2854495046841854,0,0.2757747582483882,0.018074342020370424,0,0,0,0.195861969603666,0,0,0,0.2140617968212449,1.1294411944144305
TCGA-LL-A9Q3,0.3570693547061846,0.2750342705313686,0,0,0,0.1247061121074459,0,0.08479464377978543,0,0,0.15839561887521544,0,0,0,0.16011593623851475,1.1611587875616431
TCGA-PE-A5DC,0.006259032686657063,0.5212784693968268,0.04790969959493114,0.06927807818472324,0,0.2070193385472107,0,0,0,0.14825538158965113,0,0,0,0,0.21864378425260392,1.1519486583509662
TCGA-PE-A5DD,0.30928605950558385,0,0,0,0,0.25341014746959906,0,0.09397939030246094,0.17702753096435872,0.12314613483136957,0.043150736926627936,0,0,0.25,0.057650015544130975,1.2354330846765895
TCGA-S3-AA14,0.15596968683487644,0.1662301000549837,0,0,0,0.4172953789325395,0,0.03758503389121954,0.10526028259619763,0.11765951769018322,0,0,0,0,0.2859604497658655,1.099213778627768
TCGA-UL-AAZ6,0,0.22616676289366514,0.123806376525957,0,0.0727773760439617,0.36579651476933617,0.08147005182367376,0,0,0.12998291794340627,0,0,0,0,0.3380177249765754,1.0557624484186001
TCGA-UU-A93S,0.03220968477802449,0,0,0.14136535684755075,0.04586622590487629,0.589217966750242,0.00727665685528713,0,0,0.052174343704208176,0.13188976515981113,0,0,0,0.38567717293631354,1.0200736685544158
