gene_name	BC01_Pooled	BC01_Tumor	BC02_Pooled	BC03_Pooled	BC03LN_Pooled	BC04_Pooled	BC05_Pooled	BC06_Pooled	BC07_Tumor	BC07LN_Pooled	BC08_Pooled	BC09_Pooled	BC10_Pooled	BC11_Pooled	BC01_02	BC01_03	BC01_04	BC01_05	BC01_06	BC01_08	BC01_10	BC01_11	BC01_12	BC01_24	BC01_33	BC01_34	BC01_49	BC01_50	BC01_53	BC01_54	BC01_55	BC01_57	BC01_66	BC01_69	BC01_70	BC01_72	BC01_74	BC01_77	BC01_87	BC01_95	BC02_02	BC02_08	BC02_09	BC02_10	BC02_11	BC02_12	BC02_13	BC02_14	BC02_15	BC02_18	BC02_19	BC02_22	BC02_24	BC02_25	BC02_26	BC02_27	BC02_28	BC02_31	BC02_33	BC02_34	BC02_44	BC02_47	BC02_50	BC02_51	BC02_53	BC02_54	BC02_55	BC02_58	BC02_59	BC02_60	BC02_61	BC02_62	BC02_63	BC02_64	BC02_66	BC02_67	BC02_68	BC02_70	BC02_71	BC02_73	BC02_74	BC02_75	BC02_76	BC02_79	BC02_80	BC02_81	BC02_82	BC02_83	BC02_86	BC02_88	BC02_89	BC02_90	BC02_93	BC02_94	BC02_95	BC02_96	BC03_03	BC03_06	BC03_09	BC03_11	BC03_13	BC03_16	BC03_17	BC03_19	BC03_20	BC03_21	BC03_23	BC03_24	BC03_25	BC03_26	BC03_28	BC03_29	BC03_35	BC03_37	BC03_41	BC03_43	BC03_45	BC03_50	BC03_51	BC03_53	BC03_57	BC03_58	BC03_60	BC03_63	BC03_66	BC03_78	BC03_81	BC03_85	BC03_86	BC03_88	BC03_92	BC03_93	BC03_94	BC03LN_01	BC03LN_04	BC03LN_05	BC03LN_06	BC03LN_10	BC03LN_11	BC03LN_13	BC03LN_14	BC03LN_17	BC03LN_19	BC03LN_20	BC03LN_21	BC03LN_23	BC03LN_25	BC03LN_26	BC03LN_27	BC03LN_28	BC03LN_31	BC03LN_32	BC03LN_34	BC03LN_35	BC03LN_37	BC03LN_38	BC03LN_42	BC03LN_44	BC03LN_47	BC03LN_48	BC03LN_49	BC03LN_50	BC03LN_51	BC03LN_53	BC03LN_56	BC03LN_57	BC03LN_58	BC03LN_61	BC03LN_62	BC03LN_63	BC03LN_64	BC03LN_65	BC03LN_68	BC03LN_69	BC03LN_70	BC03LN_71	BC03LN_72	BC03LN_73	BC03LN_74	BC03LN_77	BC03LN_78	BC03LN_79	BC03LN_85	BC03LN_87	BC03LN_89	BC03LN_91	BC03LN_93	BC03LN_95	BC04_01	BC04_02	BC04_05	BC04_06	BC04_07	BC04_08	BC04_09	BC04_11	BC04_13	BC04_14	BC04_15	BC04_16	BC04_20	BC04_21	BC04_22	BC04_23	BC04_24	BC04_25	BC04_27	BC04_28	BC04_29	BC04_30	BC04_31	BC04_32	BC04_33	BC04_35	BC04_36	BC04_37	BC04_39	BC04_40	BC04_41	BC04_45	BC04_49	BC04_53	BC04_54	BC04_56	BC04_58	BC04_59	BC04_60	BC04_61	BC04_62	BC04_63	BC04_64	BC04_66	BC04_69	BC04_71	BC04_72	BC04_77	BC04_78	BC04_82	BC04_85	BC04_86	BC04_88	BC04_89	BC04_90	BC04_91	BC04_92	BC04_93	BC04_96	BC05_01	BC05_02	BC05_04	BC05_07	BC05_08	BC05_09	BC05_12	BC05_13	BC05_16	BC05_17	BC05_18	BC05_20	BC05_21	BC05_22	BC05_23	BC05_25	BC05_26	BC05_27	BC05_28	BC05_29	BC05_30	BC05_31	BC05_32	BC05_33	BC05_34	BC05_35	BC05_36	BC05_37	BC05_38	BC05_39	BC05_40	BC05_41	BC05_42	BC05_43	BC05_44	BC05_45	BC05_46	BC05_47	BC05_48	BC05_49	BC05_50	BC05_52	BC05_53	BC05_55	BC05_57	BC05_59	BC05_60	BC05_61	BC05_62	BC05_63	BC05_64	BC05_68	BC05_69	BC05_70	BC05_71	BC05_72	BC05_73	BC05_74	BC05_75	BC05_77	BC05_78	BC05_79	BC05_80	BC05_81	BC05_83	BC05_84	BC05_85	BC05_86	BC05_87	BC05_88	BC05_90	BC05_91	BC05_92	BC05_93	BC05_94	BC05_95	BC05_96	BC06_04	BC06_07	BC06_08	BC06_09	BC06_10	BC06_21	BC06_22	BC06_23	BC06_25	BC06_26	BC06_27	BC06_28	BC06_29	BC06_32	BC06_39	BC06_40	BC06_43	BC06_45	BC06_49	BC06_57	BC06_58	BC06_60	BC06_61	BC06_62	BC06_74	BC07_01	BC07_03	BC07_04	BC07_06	BC07_07	BC07_08	BC07_09	BC07_12	BC07_15	BC07_16	BC07_18	BC07_20	BC07_23	BC07_24	BC07_27	BC07_30	BC07_31	BC07_35	BC07_36	BC07_38	BC07_39	BC07_42	BC07_43	BC07_44	BC07_50	BC07_52	BC07_55	BC07_56	BC07_57	BC07_58	BC07_59	BC07_60	BC07_61	BC07_63	BC07_65	BC07_66	BC07_67	BC07_68	BC07_69	BC07_72	BC07_73	BC07_75	BC07_78	BC07_79	BC07_80	BC07_83	BC07_87	BC07_89	BC07_93	BC07_95	BC07_96	BC07LN_02	BC07LN_03	BC07LN_04	BC07LN_05	BC07LN_06	BC07LN_10	BC07LN_13	BC07LN_15	BC07LN_16	BC07LN_18	BC07LN_19	BC07LN_20	BC07LN_22	BC07LN_23	BC07LN_26	BC07LN_27	BC07LN_29	BC07LN_30	BC07LN_31	BC07LN_34	BC07LN_35	BC07LN_36	BC07LN_40	BC07LN_41	BC07LN_42	BC07LN_49	BC07LN_50	BC07LN_51	BC07LN_52	BC07LN_53	BC07LN_54	BC07LN_57	BC07LN_59	BC07LN_60	BC07LN_62	BC07LN_64	BC07LN_67	BC07LN_68	BC07LN_71	BC07LN_73	BC07LN_75	BC07LN_79	BC07LN_81	BC07LN_82	BC07LN_83	BC07LN_84	BC07LN_86	BC07LN_89	BC07LN_90	BC07LN_91	BC07LN_94	BC07LN_95	BC07LN_96	BC08_01	BC08_04	BC08_06	BC08_08	BC08_10	BC08_12	BC08_22	BC08_24	BC08_27	BC08_31	BC08_33	BC08_36	BC08_48	BC08_51	BC08_54	BC08_56	BC08_59	BC08_70	BC08_73	BC08_83	BC08_88	BC08_94	BC08_95	BC09_02	BC09_05	BC09_13	BC09_19	BC09_21	BC09_25	BC09_27	BC09_29	BC09_31	BC09_33	BC09_34	BC09_37	BC09_42	BC09_44	BC09_45	BC09_46	BC09_48	BC09_49	BC09_50	BC09_53	BC09_54	BC09_57	BC09_64	BC09_65	BC09_70	BC09_83	BC09_86	BC09_92	BC09_93	BC09_Re_01	BC09_Re_03	BC09_Re_05	BC09_Re_06	BC09_Re_07	BC09_Re_13	BC09_Re_14	BC09_Re_15	BC09_Re_21	BC09_Re_32	BC09_Re_37	BC09_Re_39	BC09_Re_41	BC09_Re_43	BC09_Re_44	BC09_Re_46	BC09_Re_54	BC09_Re_57	BC09_Re_59	BC09_Re_60	BC09_Re_61	BC09_Re_62	BC09_Re_66	BC09_Re_68	BC09_Re_72	BC09_Re_74	BC09_Re_80	BC09_Re_83	BC09_Re_88	BC09_Re_94	BC09_Re_95	BC10_07	BC10_09	BC10_16	BC10_20	BC10_27	BC10_43	BC10_47	BC10_54	BC10_58	BC10_67	BC10_69	BC10_73	BC10_80	BC10_81	BC10_85	BC10_95	BC11_01	BC11_04	BC11_07	BC11_28	BC11_43	BC11_56	BC11_69	BC11_70	BC11_78	BC11_81	BC11_88
TFPI	0.04	17.61	0.27	88.27	32.64	79.54	26.71	11.88	29.65	12.37	7.97	0.32	5.86	4.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	345.76	131.26	266.64	0.12	90.16	717.11	96.68	15.74	836.55	0.16	0.0	0.0	0.0	3.65	0.0	20.84	151.53	291.82	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77	2.31	0.0	0.0	1.05	0.0	0.0	0.0	12.46	0.0	0.16	200.15	89.54	0.0	0.0	162.45	0.0	1.87	0.0	149.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	1.56	350.67	0.0	0.0	0.09	104.83	1.43	0.0	0.0	0.0	1.51	0.0	0.27	172.85	0.0	0.0	0.0	153.97	0.21	0.0	77.95	128.91	0.0	0.0	0.0	44.08	226.77	35.76	0.0	0.0	0.0	76.97	197.29	82.82	23.72	0.0	0.0	208.86	219.39	90.71	11.46	77.82	25.09	121.55	47.16	0.0	0.16	4.77	106.61	0.0	19.98	0.0	140.52	4.82	146.68	0.0	16.26	26.27	0.15	0.15	0.0	0.0	201.36	0.17	0.1	0.0	0.0	0.0	0.0	83.06	10.61	37.15	0.0	7.5	0.0	0.0	0.0	0.0	0.0	0.14	84.71	2.55	37.72	33.03	0.0	0.0	246.05	0.0	0.0	0.0	9.75	67.83	12.51	20.5	75.21	0.0	0.0	39.33	7.62	0.0	45.4	0.0	0.0	107.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.48	34.26	0.0	102.48	0.0	0.0	0.0	0.0	0.0	0.22	0.0	105.95	22.42	181.51	0.0	0.0	0.0	0.0	0.0	228.53	0.0	35.48	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	2.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	746.8	0.16	211.5	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	453.26	2258.97	0.1	0.0	0.0	192.79	0.0	0.37	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	431.94	0.0	0.0	0.0	454.41	0.0	0.61	0.0	0.0	0.0	0.0	156.63	0.0	0.0	0.0	0.0	0.0	118.15	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	0.12	0.82	0.0	0.0	0.0	0.1	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	0.0	24.44	0.0	9.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.15	4.77	0.0
SLC7A2	73.57	22.6	16.29	4.14	1.4	0.38	1.86	0.0	1.97	0.0	0.0	0.0	0.0	0.73	22.98	27.62	3.09	42.14	18.27	21.02	97.55	20.21	0.62	0.0	1.66	120.23	0.0	0.0	39.73	0.0	34.42	0.37	81.47	57.5	41.36	8.97	0.0	100.97	31.51	18.76	38.43	9.15	0.0	0.62	0.0	0.0	165.28	50.15	173.96	68.25	0.0	0.0	1.09	1.36	51.22	0.0	0.0	0.0	0.0	0.0	28.49	0.04	0.0	2.5	0.06	9.34	32.98	23.94	118.16	0.0	0.0	1.72	42.37	21.44	4.34	33.99	61.56	0.0	0.0	3.83	2.18	0.0	0.0	28.0	0.0	1.41	0.0	34.56	0.49	4.42	29.15	81.71	5.15	0.0	0.0	102.19	0.0	0.0	15.51	0.0	1.38	0.0	14.79	0.0	57.55	0.0	8.36	0.0	0.18	0.0	0.0	26.27	0.0	0.0	41.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.09	0.0	0.0	0.04	0.0	13.72	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.41	0.24	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	18.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	14.63	0.0	0.0	0.0	0.06	0.06	0.0	0.0	0.0	0.0	0.0	12.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.06	0.0	0.0
CD38	0.0	19.33	0.78	16.31	111.3	0.63	0.0	9.51	9.7	11.88	1.36	79.33	0.02	16.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.18	0.0	0.0	0.0	96.18	0.0	0.0	0.0	36.54	0.0	248.23	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	15.94	0.0	0.0	0.0	0.69	0.0	0.0	11.44	6.68	0.0	0.0	0.0	507.43	0.0	94.2	121.83	0.37	0.0	147.14	411.97	37.12	79.86	222.92	40.36	261.06	438.04	0.0	8.14	54.3	67.98	8.58	2.66	354.11	190.81	0.95	231.28	33.3	102.4	154.92	369.84	264.29	0.38	135.16	12.61	0.0	0.0	0.41	0.0	0.0	330.58	0.07	455.54	410.37	134.02	131.49	0.0	1.37	287.85	0.31	0.0	2.43	19.54	483.63	141.0	3.75	0.0	0.0	157.95	696.86	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.78	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.2	0.0	376.34	0.0	0.0	0.0	0.0	74.77	0.0	0.0	0.0	0.0	0.0	233.58	0.0	0.0	0.0	0.0	18.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.54	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.63	0.0	0.0	47.6	0.32	0.0	0.0	0.0	0.0	0.0	239.36	66.91	0.0	0.0	4.11	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	276.34	0.0	0.0	9.85	587.31	0.0	0.0	0.0	376.98	16.62	0.0	0.0	0.0	0.0	0.0	0.32	7.71	1.48	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	9.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.21	0.0	376.75	0.0	0.44	8.26	4.66	0.0	115.44	277.64	4.06	0.0	105.41	153.85	562.15	6.45	389.55	0.0	318.88	0.0	24.36	0.0	95.16	0.0	27.75	0.74	4.38	286.12	0.0	0.0	0.0	0.0	14.81	0.05	0.0	0.25	66.6	89.67	203.01	287.27	366.81	0.0	0.0	0.0	0.37	0.43	3.96	1.29	0.41	0.34	152.25	0.57	0.09	0.0	3.43	89.53	32.5	0.0	0.0	0.22	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.27	0.0	0.07	0.0	0.03	0.0	0.0	0.0	1.49	0.0	0.0	6.1	0.0	0.0	0.0	0.0	0.24	0.0	0.0
MPO	0.0	0.0	0.99	10.92	6.88	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.91	0.0	48.26	24.85	3.56	0.0	1.17	6.13	7.83	0.0	0.0	3.97	0.0	2.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	26.87	0.0	0.0	0.0	0.0	0.0	0.0	17.29	0.0	0.0	67.92	78.7	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.1	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	14.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
